"region","prefecture","commune","classe","libelle_classe","ispe","rang","niveau_priorite","points_faibles","points_forts","z_faibles","z_forts","explication"
"Kara","Kéran","Kéran 3",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",59.7,36,"Prioritaire","Bâtiments construits depuis 2010 (%)|Enseignants pour 100 jardins d'enfants|Établissements pour 100 km²","Points de toilettes pour 100 établissements|Établissements avec terrain de sport (%)|Toilettes améliorées (WC / eau) (%)","-1.33|-0.62|-0.38","0.27|0.7|0.77","Kéran 3 se situe au rang 36 sur 117 au niveau national avec un score ISPE de 59.7 (prioritaire). Ce classement s'explique principalement par : bâtiments construits depuis 2010 (%) ; enseignants pour 100 jardins d'enfants ; établissements pour 100 km². Le territoire conserve des atouts relatifs sur : points de toilettes pour 100 établissements ; établissements avec terrain de sport (%) ; toilettes améliorées (wc / eau) (%)."
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1",3,"Classe 3 — Priorité modérée : déficits marqués en infrastructures essentielles",55.8,53,"À surveiller","Établissements avec terrain de sport (%)|Bâtiments recensés par établissement|Bâtiments construits depuis 2010 (%)","Jardins d'enfants pour 100 écoles primaires|Toilettes améliorées (WC / eau) (%)|Établissements pour 100 km²","-1.79|-1.75|-0.96","0.57|1.85|2.5","Agoè-Nyivé 1 se situe au rang 53 sur 117 au niveau national avec un score ISPE de 55.8 (à surveiller). Ce classement s'explique principalement par : établissements avec terrain de sport (%) ; bâtiments recensés par établissement ; bâtiments construits depuis 2010 (%). Le territoire conserve des atouts relatifs sur : jardins d'enfants pour 100 écoles primaires ; toilettes améliorées (wc / eau) (%) ; établissements pour 100 km²."
"Maritime","Agoè-Nyivé","Agoè-Nyivé 2",3,"Classe 3 — Priorité modérée : déficits marqués en infrastructures essentielles",45.2,99,"Satisfaisant","Bâtiments recensés par établissement|Établissements avec terrain de sport (%)|Points de toilettes pour 100 établissements","Établissements pour 100 km²|Bâtiments construits depuis 2010 (%)|Toilettes améliorées (WC / eau) (%)","-1.57|-1.56|-0.84","1.51|1.77|1.86","Agoè-Nyivé 2 se situe au rang 99 sur 117 au niveau national avec un score ISPE de 45.2 (satisfaisant). Ce classement s'explique principalement par : bâtiments recensés par établissement ; établissements avec terrain de sport (%) ; points de toilettes pour 100 établissements. Le territoire conserve des atouts relatifs sur : établissements pour 100 km² ; bâtiments construits depuis 2010 (%) ; toilettes améliorées (wc / eau) (%)."
"Maritime","Agoè-Nyivé","Agoè-Nyivé 3",3,"Classe 3 — Priorité modérée : déficits marqués en infrastructures essentielles",48.2,88,"Modéré","Bâtiments recensés par établissement|Établissements avec terrain de sport (%)|Points de toilettes pour 100 établissements","Toilettes améliorées (WC / eau) (%)|Jardins d'enfants pour 100 écoles primaires|Établissements pour 100 km²","-2.46|-2.09|-0.28","1.51|2.12|2.5","Agoè-Nyivé 3 se situe au rang 88 sur 117 au niveau national avec un score ISPE de 48.2 (modéré). Ce classement s'explique principalement par : bâtiments recensés par établissement ; établissements avec terrain de sport (%) ; points de toilettes pour 100 établissements. Le territoire conserve des atouts relatifs sur : toilettes améliorées (wc / eau) (%) ; jardins d'enfants pour 100 écoles primaires ; établissements pour 100 km²."
"Maritime","Agoè-Nyivé","Agoè-Nyivé 4",3,"Classe 3 — Priorité modérée : déficits marqués en infrastructures essentielles",59.4,37,"Prioritaire","Bâtiments recensés par établissement|Établissements avec terrain de sport (%)|Points de toilettes pour 100 établissements","Toilettes améliorées (WC / eau) (%)|Établissements pour 100 km²|Bâtiments construits depuis 2010 (%)","-1.84|-1.83|-0.87","0.83|1.29|1.3","Agoè-Nyivé 4 se situe au rang 37 sur 117 au niveau national avec un score ISPE de 59.4 (prioritaire). Ce classement s'explique principalement par : bâtiments recensés par établissement ; établissements avec terrain de sport (%) ; points de toilettes pour 100 établissements. Le territoire conserve des atouts relatifs sur : toilettes améliorées (wc / eau) (%) ; établissements pour 100 km² ; bâtiments construits depuis 2010 (%)."
"Maritime","Agoè-Nyivé","Agoè-Nyivé 5",3,"Classe 3 — Priorité modérée : déficits marqués en infrastructures essentielles",42.8,109,"Satisfaisant","Bâtiments recensés par établissement|Établissements avec terrain de sport (%)|Points de toilettes pour 100 établissements","Toilettes améliorées (WC / eau) (%)|Établissements pour 100 km²|Bâtiments construits depuis 2010 (%)","-1.4|-1.3|-0.61","1.36|1.64|2.29","Agoè-Nyivé 5 se situe au rang 109 sur 117 au niveau national avec un score ISPE de 42.8 (satisfaisant). Ce classement s'explique principalement par : bâtiments recensés par établissement ; établissements avec terrain de sport (%) ; points de toilettes pour 100 établissements. Le territoire conserve des atouts relatifs sur : toilettes améliorées (wc / eau) (%) ; établissements pour 100 km² ; bâtiments construits depuis 2010 (%)."
"Maritime","Agoè-Nyivé","Agoè-Nyivé 6",3,"Classe 3 — Priorité modérée : déficits marqués en infrastructures essentielles",50.1,79,"Modéré","Bâtiments recensés par établissement|Établissements avec terrain de sport (%)|Points de toilettes pour 100 établissements","Jardins d'enfants pour 100 écoles primaires|Toilettes améliorées (WC / eau) (%)|Bâtiments construits depuis 2010 (%)","-2.02|-1.37|-0.83","1.18|1.23|1.99","Agoè-Nyivé 6 se situe au rang 79 sur 117 au niveau national avec un score ISPE de 50.1 (modéré). Ce classement s'explique principalement par : bâtiments recensés par établissement ; établissements avec terrain de sport (%) ; points de toilettes pour 100 établissements. Le territoire conserve des atouts relatifs sur : jardins d'enfants pour 100 écoles primaires ; toilettes améliorées (wc / eau) (%) ; bâtiments construits depuis 2010 (%)."
"Maritime","Avé","Avé 1",1,"Classe 1 — Priorité critique : déficits marqués en couverture scolaire",68,10,"Très prioritaire","Toilettes améliorées (WC / eau) (%)|Enseignants du préscolaire pour 100 établissements|Enseignants pour 100 jardins d'enfants","Bâtiments recensés par établissement|Complétude du cycle éducatif (%)|Établissements avec terrain de sport (%)","-1.15|-0.88|-0.82","0.05|0.09|0.27","Avé 1 se situe au rang 10 sur 117 au niveau national avec un score ISPE de 68 (très prioritaire). Ce classement s'explique principalement par : toilettes améliorées (wc / eau) (%) ; enseignants du préscolaire pour 100 établissements ; enseignants pour 100 jardins d'enfants. Le territoire conserve des atouts relatifs sur : bâtiments recensés par établissement ; complétude du cycle éducatif (%) ; établissements avec terrain de sport (%)."
"Maritime","Avé","Avé 2",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",62.1,24,"Très prioritaire","Points de toilettes pour 100 établissements|Enseignants pour 100 jardins d'enfants|Enseignants du préscolaire pour 100 établissements","Jardins d'enfants pour 100 écoles primaires|Établissements avec terrain de sport (%)|Bâtiments construits depuis 2010 (%)","-1.11|-0.82|-0.81","0.2|0.65|0.92","Avé 2 se situe au rang 24 sur 117 au niveau national avec un score ISPE de 62.1 (très prioritaire). Ce classement s'explique principalement par : points de toilettes pour 100 établissements ; enseignants pour 100 jardins d'enfants ; enseignants du préscolaire pour 100 établissements. Le territoire conserve des atouts relatifs sur : jardins d'enfants pour 100 écoles primaires ; établissements avec terrain de sport (%) ; bâtiments construits depuis 2010 (%)."
"Maritime","Bas-Mono","Bas-Mono 1",1,"Classe 1 — Priorité critique : déficits marqués en couverture scolaire",61.7,27,"Prioritaire","Enseignants pour 100 jardins d'enfants|Enseignants du préscolaire pour 100 établissements|Jardins d'enfants pour 100 écoles primaires","Bâtiments construits depuis 2010 (%)|Points de toilettes pour 100 établissements|Établissements avec terrain de sport (%)","-1.33|-1.27|-0.53","0.21|0.43|0.66","Bas-Mono 1 se situe au rang 27 sur 117 au niveau national avec un score ISPE de 61.7 (prioritaire). Ce classement s'explique principalement par : enseignants pour 100 jardins d'enfants ; enseignants du préscolaire pour 100 établissements ; jardins d'enfants pour 100 écoles primaires. Le territoire conserve des atouts relatifs sur : bâtiments construits depuis 2010 (%) ; points de toilettes pour 100 établissements ; établissements avec terrain de sport (%)."
"Maritime","Bas-Mono","Bas-Mono 2",4,"Classe 4 — Priorité faible : déficits marqués en couverture scolaire",58,43,"Prioritaire","Enseignants du préscolaire pour 100 établissements|Enseignants pour 100 jardins d'enfants|Jardins d'enfants pour 100 écoles primaires","Bâtiments recensés par établissement|Établissements avec terrain de sport (%)|Points de toilettes pour 100 établissements","-1.5|-1.33|-1.16","0.5|1.16|1.51","Bas-Mono 2 se situe au rang 43 sur 117 au niveau national avec un score ISPE de 58 (prioritaire). Ce classement s'explique principalement par : enseignants du préscolaire pour 100 établissements ; enseignants pour 100 jardins d'enfants ; jardins d'enfants pour 100 écoles primaires. Le territoire conserve des atouts relatifs sur : bâtiments recensés par établissement ; établissements avec terrain de sport (%) ; points de toilettes pour 100 établissements."
"Maritime","Golfe","Golfe 1",3,"Classe 3 — Priorité modérée : déficits marqués en infrastructures essentielles",63.4,18,"Très prioritaire","Établissements avec terrain de sport (%)|Bâtiments recensés par établissement|Bâtiments construits depuis 2010 (%)","Jardins d'enfants pour 100 écoles primaires|Toilettes améliorées (WC / eau) (%)|Établissements pour 100 km²","-2.23|-1.99|-1.17","0.73|1.81|2.5","Golfe 1 se situe au rang 18 sur 117 au niveau national avec un score ISPE de 63.4 (très prioritaire). Ce classement s'explique principalement par : établissements avec terrain de sport (%) ; bâtiments recensés par établissement ; bâtiments construits depuis 2010 (%). Le territoire conserve des atouts relatifs sur : jardins d'enfants pour 100 écoles primaires ; toilettes améliorées (wc / eau) (%) ; établissements pour 100 km²."
"Maritime","Golfe","Golfe 2",3,"Classe 3 — Priorité modérée : déficits marqués en infrastructures essentielles",55.8,53,"À surveiller","Bâtiments recensés par établissement|Bâtiments construits depuis 2010 (%)|Établissements avec terrain de sport (%)","Jardins d'enfants pour 100 écoles primaires|Toilettes améliorées (WC / eau) (%)|Établissements pour 100 km²","-2.08|-1.88|-1.85","1.25|2.09|2.5","Golfe 2 se situe au rang 53 sur 117 au niveau national avec un score ISPE de 55.8 (à surveiller). Ce classement s'explique principalement par : bâtiments recensés par établissement ; bâtiments construits depuis 2010 (%) ; établissements avec terrain de sport (%). Le territoire conserve des atouts relatifs sur : jardins d'enfants pour 100 écoles primaires ; toilettes améliorées (wc / eau) (%) ; établissements pour 100 km²."
"Maritime","Golfe","Golfe 3",3,"Classe 3 — Priorité modérée : déficits marqués en infrastructures essentielles",52.6,70,"À surveiller","Bâtiments construits depuis 2010 (%)|Établissements avec terrain de sport (%)|Bâtiments recensés par établissement","Points de toilettes pour 100 établissements|Toilettes améliorées (WC / eau) (%)|Établissements pour 100 km²","-2.31|-1.53|-0.95","1.56|1.75|2.28","Golfe 3 se situe au rang 70 sur 117 au niveau national avec un score ISPE de 52.6 (à surveiller). Ce classement s'explique principalement par : bâtiments construits depuis 2010 (%) ; établissements avec terrain de sport (%) ; bâtiments recensés par établissement. Le territoire conserve des atouts relatifs sur : points de toilettes pour 100 établissements ; toilettes améliorées (wc / eau) (%) ; établissements pour 100 km²."
"Maritime","Golfe","Golfe 4",3,"Classe 3 — Priorité modérée : déficits marqués en infrastructures essentielles",56.7,50,"À surveiller","Bâtiments construits depuis 2010 (%)|Établissements avec terrain de sport (%)|Bâtiments recensés par établissement","Jardins d'enfants pour 100 écoles primaires|Toilettes améliorées (WC / eau) (%)|Établissements pour 100 km²","-2.5|-1.78|-1.25","1.43|2.18|2.5","Golfe 4 se situe au rang 50 sur 117 au niveau national avec un score ISPE de 56.7 (à surveiller). Ce classement s'explique principalement par : bâtiments construits depuis 2010 (%) ; établissements avec terrain de sport (%) ; bâtiments recensés par établissement. Le territoire conserve des atouts relatifs sur : jardins d'enfants pour 100 écoles primaires ; toilettes améliorées (wc / eau) (%) ; établissements pour 100 km²."
"Maritime","Golfe","Golfe 5",3,"Classe 3 — Priorité modérée : déficits marqués en infrastructures essentielles",54.5,62,"À surveiller","Bâtiments recensés par établissement|Bâtiments construits depuis 2010 (%)|Établissements avec terrain de sport (%)","Points de toilettes pour 100 établissements|Toilettes améliorées (WC / eau) (%)|Établissements pour 100 km²","-1.81|-1.6|-1.11","1.04|2.03|2.5","Golfe 5 se situe au rang 62 sur 117 au niveau national avec un score ISPE de 54.5 (à surveiller). Ce classement s'explique principalement par : bâtiments recensés par établissement ; bâtiments construits depuis 2010 (%) ; établissements avec terrain de sport (%). Le territoire conserve des atouts relatifs sur : points de toilettes pour 100 établissements ; toilettes améliorées (wc / eau) (%) ; établissements pour 100 km²."
"Maritime","Golfe","Golfe 6",3,"Classe 3 — Priorité modérée : déficits marqués en infrastructures essentielles",53.9,65,"À surveiller","Établissements avec terrain de sport (%)|Bâtiments recensés par établissement|Enseignants pour 100 jardins d'enfants","Jardins d'enfants pour 100 écoles primaires|Toilettes améliorées (WC / eau) (%)|Établissements pour 100 km²","-1.96|-1.9|-0.63","1.04|1.79|2.28","Golfe 6 se situe au rang 65 sur 117 au niveau national avec un score ISPE de 53.9 (à surveiller). Ce classement s'explique principalement par : établissements avec terrain de sport (%) ; bâtiments recensés par établissement ; enseignants pour 100 jardins d'enfants. Le territoire conserve des atouts relatifs sur : jardins d'enfants pour 100 écoles primaires ; toilettes améliorées (wc / eau) (%) ; établissements pour 100 km²."
"Maritime","Golfe","Golfe 7",3,"Classe 3 — Priorité modérée : déficits marqués en infrastructures essentielles",44.4,102,"Satisfaisant","Bâtiments recensés par établissement|Établissements avec terrain de sport (%)|Enseignants pour 100 jardins d'enfants","Toilettes améliorées (WC / eau) (%)|Jardins d'enfants pour 100 écoles primaires|Établissements pour 100 km²","-2.34|-1.45|-0.63","1.9|1.93|2.5","Golfe 7 se situe au rang 102 sur 117 au niveau national avec un score ISPE de 44.4 (satisfaisant). Ce classement s'explique principalement par : bâtiments recensés par établissement ; établissements avec terrain de sport (%) ; enseignants pour 100 jardins d'enfants. Le territoire conserve des atouts relatifs sur : toilettes améliorées (wc / eau) (%) ; jardins d'enfants pour 100 écoles primaires ; établissements pour 100 km²."
"Maritime","Lacs","Lacs 1",4,"Classe 4 — Priorité faible : déficits marqués en couverture scolaire",58,43,"Prioritaire","Bâtiments construits depuis 2010 (%)|Enseignants pour 100 jardins d'enfants|Établissements avec terrain de sport (%)","Jardins d'enfants pour 100 écoles primaires|Toilettes améliorées (WC / eau) (%)|Points de toilettes pour 100 établissements","-1.97|-0.87|-0.68","0.47|1.33|1.47","Lacs 1 se situe au rang 43 sur 117 au niveau national avec un score ISPE de 58 (prioritaire). Ce classement s'explique principalement par : bâtiments construits depuis 2010 (%) ; enseignants pour 100 jardins d'enfants ; établissements avec terrain de sport (%). Le territoire conserve des atouts relatifs sur : jardins d'enfants pour 100 écoles primaires ; toilettes améliorées (wc / eau) (%) ; points de toilettes pour 100 établissements."
"Maritime","Lacs","Lacs 2",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",75.5,3,"Très prioritaire","Bâtiments construits depuis 2010 (%)|Toilettes améliorées (WC / eau) (%)|Enseignants du préscolaire pour 100 établissements","Bibliothèques pour 100 établissements|Complétude du cycle éducatif (%)|Établissements avec terrain de sport (%)","-1.38|-1.05|-1.02","0|0.09|0.63","Lacs 2 se situe au rang 3 sur 117 au niveau national avec un score ISPE de 75.5 (très prioritaire). Ce classement s'explique principalement par : bâtiments construits depuis 2010 (%) ; toilettes améliorées (wc / eau) (%) ; enseignants du préscolaire pour 100 établissements. Le territoire conserve des atouts relatifs sur : bibliothèques pour 100 établissements ; complétude du cycle éducatif (%) ; établissements avec terrain de sport (%)."
"Maritime","Lacs","Lacs 3",3,"Classe 3 — Priorité modérée : déficits marqués en infrastructures essentielles",60,33,"Prioritaire","Établissements avec terrain de sport (%)|Bâtiments recensés par établissement|Enseignants pour 100 jardins d'enfants","Établissements pour 100 km²|Toilettes améliorées (WC / eau) (%)|Jardins d'enfants pour 100 écoles primaires","-1.56|-1.4|-0.87","0.5|1.02|1.38","Lacs 3 se situe au rang 33 sur 117 au niveau national avec un score ISPE de 60 (prioritaire). Ce classement s'explique principalement par : établissements avec terrain de sport (%) ; bâtiments recensés par établissement ; enseignants pour 100 jardins d'enfants. Le territoire conserve des atouts relatifs sur : établissements pour 100 km² ; toilettes améliorées (wc / eau) (%) ; jardins d'enfants pour 100 écoles primaires."
"Maritime","Lacs","Lacs 4",1,"Classe 1 — Priorité critique : déficits marqués en couverture scolaire",58,43,"Prioritaire","Enseignants du préscolaire pour 100 établissements|Enseignants pour 100 jardins d'enfants|Jardins d'enfants pour 100 écoles primaires","Toilettes améliorées (WC / eau) (%)|Bâtiments recensés par établissement|Établissements avec terrain de sport (%)","-1.01|-0.87|-0.84","0.39|0.76|1.03","Lacs 4 se situe au rang 43 sur 117 au niveau national avec un score ISPE de 58 (prioritaire). Ce classement s'explique principalement par : enseignants du préscolaire pour 100 établissements ; enseignants pour 100 jardins d'enfants ; jardins d'enfants pour 100 écoles primaires. Le territoire conserve des atouts relatifs sur : toilettes améliorées (wc / eau) (%) ; bâtiments recensés par établissement ; établissements avec terrain de sport (%)."
"Maritime","Vo","Vo 1",4,"Classe 4 — Priorité faible : déficits marqués en couverture scolaire",48.5,86,"Modéré","Enseignants du préscolaire pour 100 établissements|Enseignants pour 100 jardins d'enfants|Jardins d'enfants pour 100 écoles primaires","Établissements avec terrain de sport (%)|Points de toilettes pour 100 établissements|Bâtiments recensés par établissement","-0.51|-0.41|-0.38","0.55|0.88|1.39","Vo 1 se situe au rang 86 sur 117 au niveau national avec un score ISPE de 48.5 (modéré). Ce classement s'explique principalement par : enseignants du préscolaire pour 100 établissements ; enseignants pour 100 jardins d'enfants ; jardins d'enfants pour 100 écoles primaires. Le territoire conserve des atouts relatifs sur : établissements avec terrain de sport (%) ; points de toilettes pour 100 établissements ; bâtiments recensés par établissement."
"Maritime","Vo","Vo 2",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",62,25,"Prioritaire","Jardins d'enfants pour 100 écoles primaires|Enseignants du préscolaire pour 100 établissements|Bâtiments construits depuis 2010 (%)","Complétude du cycle éducatif (%)|Points de toilettes pour 100 établissements|Toilettes améliorées (WC / eau) (%)","-1.16|-0.96|-0.89","0.09|0.18|1.81","Vo 2 se situe au rang 25 sur 117 au niveau national avec un score ISPE de 62 (prioritaire). Ce classement s'explique principalement par : jardins d'enfants pour 100 écoles primaires ; enseignants du préscolaire pour 100 établissements ; bâtiments construits depuis 2010 (%). Le territoire conserve des atouts relatifs sur : complétude du cycle éducatif (%) ; points de toilettes pour 100 établissements ; toilettes améliorées (wc / eau) (%)."
"Maritime","Vo","Vo 3",1,"Classe 1 — Priorité critique : déficits marqués en couverture scolaire",59,39,"Prioritaire","Jardins d'enfants pour 100 écoles primaires|Enseignants du préscolaire pour 100 établissements|Enseignants pour 100 jardins d'enfants","Complétude du cycle éducatif (%)|Établissements avec terrain de sport (%)|Bâtiments construits depuis 2010 (%)","-0.86|-0.71|-0.41","0.09|0.49|0.67","Vo 3 se situe au rang 39 sur 117 au niveau national avec un score ISPE de 59 (prioritaire). Ce classement s'explique principalement par : jardins d'enfants pour 100 écoles primaires ; enseignants du préscolaire pour 100 établissements ; enseignants pour 100 jardins d'enfants. Le territoire conserve des atouts relatifs sur : complétude du cycle éducatif (%) ; établissements avec terrain de sport (%) ; bâtiments construits depuis 2010 (%)."
"Maritime","Vo","Vo 4",1,"Classe 1 — Priorité critique : déficits marqués en couverture scolaire",67.3,12,"Très prioritaire","Jardins d'enfants pour 100 écoles primaires|Enseignants du préscolaire pour 100 établissements|Bâtiments construits depuis 2010 (%)","Points de toilettes pour 100 établissements|Complétude du cycle éducatif (%)|Bâtiments recensés par établissement","-1.23|-0.96|-0.94","0.03|0.09|0.56","Vo 4 se situe au rang 12 sur 117 au niveau national avec un score ISPE de 67.3 (très prioritaire). Ce classement s'explique principalement par : jardins d'enfants pour 100 écoles primaires ; enseignants du préscolaire pour 100 établissements ; bâtiments construits depuis 2010 (%). Le territoire conserve des atouts relatifs sur : points de toilettes pour 100 établissements ; complétude du cycle éducatif (%) ; bâtiments recensés par établissement."
"Maritime","Yoto","Yoto 1",1,"Classe 1 — Priorité critique : déficits marqués en couverture scolaire",56.2,52,"À surveiller","Jardins d'enfants pour 100 écoles primaires|Enseignants du préscolaire pour 100 établissements|Points de toilettes pour 100 établissements","Toilettes améliorées (WC / eau) (%)|Bâtiments recensés par établissement|Établissements avec terrain de sport (%)","-0.91|-0.68|-0.68","0.63|0.68|0.85","Yoto 1 se situe au rang 52 sur 117 au niveau national avec un score ISPE de 56.2 (à surveiller). Ce classement s'explique principalement par : jardins d'enfants pour 100 écoles primaires ; enseignants du préscolaire pour 100 établissements ; points de toilettes pour 100 établissements. Le territoire conserve des atouts relatifs sur : toilettes améliorées (wc / eau) (%) ; bâtiments recensés par établissement ; établissements avec terrain de sport (%)."
"Maritime","Yoto","Yoto 2",1,"Classe 1 — Priorité critique : déficits marqués en couverture scolaire",58.9,40,"Prioritaire","Jardins d'enfants pour 100 écoles primaires|Enseignants du préscolaire pour 100 établissements|Bâtiments construits depuis 2010 (%)","Complétude du cycle éducatif (%)|Bâtiments recensés par établissement|Établissements avec terrain de sport (%)","-1.62|-1.03|-0.4","0.09|0.97|1.85","Yoto 2 se situe au rang 40 sur 117 au niveau national avec un score ISPE de 58.9 (prioritaire). Ce classement s'explique principalement par : jardins d'enfants pour 100 écoles primaires ; enseignants du préscolaire pour 100 établissements ; bâtiments construits depuis 2010 (%). Le territoire conserve des atouts relatifs sur : complétude du cycle éducatif (%) ; bâtiments recensés par établissement ; établissements avec terrain de sport (%)."
"Maritime","Yoto","Yoto 3",1,"Classe 1 — Priorité critique : déficits marqués en couverture scolaire",49,83,"Modéré","Jardins d'enfants pour 100 écoles primaires|Enseignants du préscolaire pour 100 établissements|Points de toilettes pour 100 établissements","Bâtiments construits depuis 2010 (%)|Bâtiments recensés par établissement|Établissements avec terrain de sport (%)","-1.83|-1.28|-0.64","0.84|1.71|2.5","Yoto 3 se situe au rang 83 sur 117 au niveau national avec un score ISPE de 49 (modéré). Ce classement s'explique principalement par : jardins d'enfants pour 100 écoles primaires ; enseignants du préscolaire pour 100 établissements ; points de toilettes pour 100 établissements. Le territoire conserve des atouts relatifs sur : bâtiments construits depuis 2010 (%) ; bâtiments recensés par établissement ; établissements avec terrain de sport (%)."
"Maritime","Zio","Zio 1",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",60.9,31,"Prioritaire","Bâtiments recensés par établissement|Points de toilettes pour 100 établissements|Enseignants pour 100 jardins d'enfants","Jardins d'enfants pour 100 écoles primaires|Toilettes améliorées (WC / eau) (%)|Bâtiments construits depuis 2010 (%)","-0.78|-0.62|-0.62","0.23|0.28|0.51","Zio 1 se situe au rang 31 sur 117 au niveau national avec un score ISPE de 60.9 (prioritaire). Ce classement s'explique principalement par : bâtiments recensés par établissement ; points de toilettes pour 100 établissements ; enseignants pour 100 jardins d'enfants. Le territoire conserve des atouts relatifs sur : jardins d'enfants pour 100 écoles primaires ; toilettes améliorées (wc / eau) (%) ; bâtiments construits depuis 2010 (%)."
"Maritime","Zio","Zio 2",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",63,20,"Très prioritaire","Bâtiments recensés par établissement|Points de toilettes pour 100 établissements|Toilettes améliorées (WC / eau) (%)","Complétude du cycle éducatif (%)|Jardins d'enfants pour 100 écoles primaires|Bâtiments construits depuis 2010 (%)","-1.04|-0.93|-0.69","0.09|0.34|1.33","Zio 2 se situe au rang 20 sur 117 au niveau national avec un score ISPE de 63 (très prioritaire). Ce classement s'explique principalement par : bâtiments recensés par établissement ; points de toilettes pour 100 établissements ; toilettes améliorées (wc / eau) (%). Le territoire conserve des atouts relatifs sur : complétude du cycle éducatif (%) ; jardins d'enfants pour 100 écoles primaires ; bâtiments construits depuis 2010 (%)."
"Maritime","Zio","Zio 3",1,"Classe 1 — Priorité critique : déficits marqués en couverture scolaire",62.6,22,"Très prioritaire","Toilettes améliorées (WC / eau) (%)|Points de toilettes pour 100 établissements|Enseignants du préscolaire pour 100 établissements","Établissements avec terrain de sport (%)|Bâtiments construits depuis 2010 (%)|Bâtiments recensés par établissement","-1.63|-1.45|-0.79","0.46|0.95|1.83","Zio 3 se situe au rang 22 sur 117 au niveau national avec un score ISPE de 62.6 (très prioritaire). Ce classement s'explique principalement par : toilettes améliorées (wc / eau) (%) ; points de toilettes pour 100 établissements ; enseignants du préscolaire pour 100 établissements. Le territoire conserve des atouts relatifs sur : établissements avec terrain de sport (%) ; bâtiments construits depuis 2010 (%) ; bâtiments recensés par établissement."
"Maritime","Zio","Zio 4",1,"Classe 1 — Priorité critique : déficits marqués en couverture scolaire",69.8,8,"Très prioritaire","Points de toilettes pour 100 établissements|Jardins d'enfants pour 100 écoles primaires|Enseignants du préscolaire pour 100 établissements","Complétude du cycle éducatif (%)|Bâtiments recensés par établissement|Bâtiments construits depuis 2010 (%)","-1.42|-0.96|-0.91","0.09|0.59|0.76","Zio 4 se situe au rang 8 sur 117 au niveau national avec un score ISPE de 69.8 (très prioritaire). Ce classement s'explique principalement par : points de toilettes pour 100 établissements ; jardins d'enfants pour 100 écoles primaires ; enseignants du préscolaire pour 100 établissements. Le territoire conserve des atouts relatifs sur : complétude du cycle éducatif (%) ; bâtiments recensés par établissement ; bâtiments construits depuis 2010 (%)."
"Plateaux","Agou","Agou 1",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",68.9,9,"Très prioritaire","Bâtiments construits depuis 2010 (%)|Enseignants pour 100 jardins d'enfants|Points de toilettes pour 100 établissements","Complétude du cycle éducatif (%)|Jardins d'enfants pour 100 écoles primaires|Toilettes améliorées (WC / eau) (%)","-1.6|-0.61|-0.6","0.09|0.3|0.51","Agou 1 se situe au rang 9 sur 117 au niveau national avec un score ISPE de 68.9 (très prioritaire). Ce classement s'explique principalement par : bâtiments construits depuis 2010 (%) ; enseignants pour 100 jardins d'enfants ; points de toilettes pour 100 établissements. Le territoire conserve des atouts relatifs sur : complétude du cycle éducatif (%) ; jardins d'enfants pour 100 écoles primaires ; toilettes améliorées (wc / eau) (%)."
"Plateaux","Agou","Agou 2",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",65.6,13,"Très prioritaire","Bâtiments recensés par établissement|Points de toilettes pour 100 établissements|Enseignants pour 100 jardins d'enfants","Toilettes améliorées (WC / eau) (%)|Complétude du cycle éducatif (%)|Établissements avec terrain de sport (%)","-1.07|-0.65|-0.61","0.05|0.09|0.8","Agou 2 se situe au rang 13 sur 117 au niveau national avec un score ISPE de 65.6 (très prioritaire). Ce classement s'explique principalement par : bâtiments recensés par établissement ; points de toilettes pour 100 établissements ; enseignants pour 100 jardins d'enfants. Le territoire conserve des atouts relatifs sur : toilettes améliorées (wc / eau) (%) ; complétude du cycle éducatif (%) ; établissements avec terrain de sport (%)."
"Plateaux","Akébou","Akébou 1",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",59.4,37,"Prioritaire","Points de toilettes pour 100 établissements|Établissements avec terrain de sport (%)|Toilettes améliorées (WC / eau) (%)","Bâtiments construits depuis 2010 (%)|Bâtiments recensés par établissement|Jardins d'enfants pour 100 écoles primaires","-1.43|-1.21|-0.85","0.68|0.97|1","Akébou 1 se situe au rang 37 sur 117 au niveau national avec un score ISPE de 59.4 (prioritaire). Ce classement s'explique principalement par : points de toilettes pour 100 établissements ; établissements avec terrain de sport (%) ; toilettes améliorées (wc / eau) (%). Le territoire conserve des atouts relatifs sur : bâtiments construits depuis 2010 (%) ; bâtiments recensés par établissement ; jardins d'enfants pour 100 écoles primaires."
