"region","prefecture","commune","ordre","action","dimension","impact_attendu","confiance","justification"
"Maritime","Agoè-Nyivé","Agoè-Nyivé 3",2,"Recruter et affecter des enseignants","Capacité enseignante","Moyen",70,"Taux d'encadrement estimé à 172.7 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Maritime","Agoè-Nyivé","Agoè-Nyivé 3",3,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",65,"Aucune bibliothèque scolaire recensée sur le territoire."
"Maritime","Agoè-Nyivé","Agoè-Nyivé 4",1,"Aménager des terrains de sport","Infrastructures essentielles","Très élevé",77,"Seuls 11.2% des établissements disposent d'un terrain de sport."
"Maritime","Agoè-Nyivé","Agoè-Nyivé 4",2,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Élevé",77,"51 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Maritime","Agoè-Nyivé","Agoè-Nyivé 4",3,"Recruter et affecter des enseignants","Capacité enseignante","Moyen",72,"Taux d'encadrement estimé à 172.8 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Maritime","Agoè-Nyivé","Agoè-Nyivé 4",4,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",72,"Aucune bibliothèque scolaire recensée sur le territoire."
"Maritime","Agoè-Nyivé","Agoè-Nyivé 5",1,"Aménager des terrains de sport","Infrastructures essentielles","Élevé",78,"Seuls 17.6% des établissements disposent d'un terrain de sport."
"Maritime","Agoè-Nyivé","Agoè-Nyivé 5",2,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Élevé",78,"56.2 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Maritime","Agoè-Nyivé","Agoè-Nyivé 5",3,"Recruter et affecter des enseignants","Capacité enseignante","Moyen",78,"Taux d'encadrement estimé à 172.7 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Maritime","Agoè-Nyivé","Agoè-Nyivé 5",4,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",73,"Aucune bibliothèque scolaire recensée sur le territoire."
"Maritime","Agoè-Nyivé","Agoè-Nyivé 6",1,"Aménager des terrains de sport","Infrastructures essentielles","Élevé",77,"Seuls 16.8% des établissements disposent d'un terrain de sport."
"Maritime","Agoè-Nyivé","Agoè-Nyivé 6",2,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Élevé",77,"51.9 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Maritime","Agoè-Nyivé","Agoè-Nyivé 6",3,"Recruter et affecter des enseignants","Capacité enseignante","Moyen",72,"Taux d'encadrement estimé à 172.8 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Maritime","Agoè-Nyivé","Agoè-Nyivé 6",4,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",72,"Aucune bibliothèque scolaire recensée sur le territoire."
"Maritime","Avé","Avé 1",1,"Recruter et affecter des enseignants","Capacité enseignante","Très élevé",73,"Taux d'encadrement estimé à 131.2 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Maritime","Avé","Avé 1",2,"Développer l'offre préscolaire (jardins d'enfants)","Couverture scolaire","Moyen",73,"Seulement 41.7 jardins d'enfants pour 100 écoles primaires."
"Maritime","Avé","Avé 1",3,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",68,"Aucune bibliothèque scolaire recensée sur le territoire."
"Maritime","Avé","Avé 1",4,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Moyen",68,"62.6 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Maritime","Avé","Avé 2",1,"Recruter et affecter des enseignants","Capacité enseignante","Très élevé",65,"Taux d'encadrement estimé à 131 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Maritime","Avé","Avé 2",2,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Très élevé",65,"46.5 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Maritime","Avé","Avé 2",3,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",60,"Aucune bibliothèque scolaire recensée sur le territoire."
"Maritime","Bas-Mono","Bas-Mono 1",1,"Recruter et affecter des enseignants","Capacité enseignante","Très élevé",68,"Taux d'encadrement estimé à 92.6 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Maritime","Bas-Mono","Bas-Mono 1",2,"Développer l'offre préscolaire (jardins d'enfants)","Couverture scolaire","Moyen",68,"Seulement 42 jardins d'enfants pour 100 écoles primaires."
"Maritime","Bas-Mono","Bas-Mono 1",3,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",63,"Aucune bibliothèque scolaire recensée sur le territoire."
"Maritime","Bas-Mono","Bas-Mono 1",4,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Modéré",63,"76.3 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Maritime","Bas-Mono","Bas-Mono 2",1,"Recruter et affecter des enseignants","Capacité enseignante","Très élevé",64,"Taux d'encadrement estimé à 92.9 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Maritime","Bas-Mono","Bas-Mono 2",2,"Développer l'offre préscolaire (jardins d'enfants)","Couverture scolaire","Très élevé",64,"Seulement 30.9 jardins d'enfants pour 100 écoles primaires."
"Maritime","Bas-Mono","Bas-Mono 2",3,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",59,"Aucune bibliothèque scolaire recensée sur le territoire."
"Maritime","Bas-Mono","Bas-Mono 2",4,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Modéré",59,"97.3 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Maritime","Golfe","Golfe 1",1,"Aménager des terrains de sport","Infrastructures essentielles","Très élevé",88,"Seuls 6.2% des établissements disposent d'un terrain de sport."
"Maritime","Golfe","Golfe 1",2,"Réhabiliter et électrifier les bâtiments scolaires","Infrastructures essentielles","Très élevé",88,"40.4% de bâtiments construits depuis 2010 ; l'électrification nationale varie de 29% (primaire) à 66% (lycée) (UNESCO-ISU 2022)."
"Maritime","Golfe","Golfe 1",3,"Recruter et affecter des enseignants","Capacité enseignante","Élevé",88,"Taux d'encadrement estimé à 145.4 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Maritime","Golfe","Golfe 1",4,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Moyen",83,"59.1 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Maritime","Golfe","Golfe 1",5,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",83,"Aucune bibliothèque scolaire recensée sur le territoire."
"Maritime","Golfe","Golfe 2",1,"Réhabiliter et électrifier les bâtiments scolaires","Infrastructures essentielles","Très élevé",86,"30.5% de bâtiments construits depuis 2010 ; l'électrification nationale varie de 29% (primaire) à 66% (lycée) (UNESCO-ISU 2022)."
"Maritime","Golfe","Golfe 2",2,"Aménager des terrains de sport","Infrastructures essentielles","Très élevé",86,"Seuls 10.9% des établissements disposent d'un terrain de sport."
"Maritime","Golfe","Golfe 2",3,"Recruter et affecter des enseignants","Capacité enseignante","Très élevé",86,"Taux d'encadrement estimé à 145.3 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Maritime","Golfe","Golfe 2",4,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",81,"Aucune bibliothèque scolaire recensée sur le territoire."
"Maritime","Golfe","Golfe 3",1,"Réhabiliter et électrifier les bâtiments scolaires","Infrastructures essentielles","Très élevé",74,"24.5% de bâtiments construits depuis 2010 ; l'électrification nationale varie de 29% (primaire) à 66% (lycée) (UNESCO-ISU 2022)."
"Maritime","Golfe","Golfe 3",2,"Aménager des terrains de sport","Infrastructures essentielles","Très élevé",74,"Seuls 14.8% des établissements disposent d'un terrain de sport."
"Maritime","Golfe","Golfe 3",3,"Recruter et affecter des enseignants","Capacité enseignante","Élevé",74,"Taux d'encadrement estimé à 145.4 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Maritime","Golfe","Golfe 3",4,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",69,"Aucune bibliothèque scolaire recensée sur le territoire."
"Maritime","Golfe","Golfe 4",1,"Réhabiliter et électrifier les bâtiments scolaires","Infrastructures essentielles","Très élevé",79,"15.6% de bâtiments construits depuis 2010 ; l'électrification nationale varie de 29% (primaire) à 66% (lycée) (UNESCO-ISU 2022)."
"Maritime","Golfe","Golfe 4",2,"Aménager des terrains de sport","Infrastructures essentielles","Très élevé",79,"Seuls 11.7% des établissements disposent d'un terrain de sport."
"Maritime","Golfe","Golfe 4",3,"Recruter et affecter des enseignants","Capacité enseignante","Élevé",79,"Taux d'encadrement estimé à 145.4 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Maritime","Golfe","Golfe 4",4,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",74,"Aucune bibliothèque scolaire recensée sur le territoire."
"Maritime","Golfe","Golfe 5",1,"Réhabiliter et électrifier les bâtiments scolaires","Infrastructures essentielles","Très élevé",78,"34.4% de bâtiments construits depuis 2010 ; l'électrification nationale varie de 29% (primaire) à 66% (lycée) (UNESCO-ISU 2022)."
"Maritime","Golfe","Golfe 5",2,"Recruter et affecter des enseignants","Capacité enseignante","Très élevé",78,"Taux d'encadrement estimé à 145.3 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Maritime","Golfe","Golfe 5",3,"Aménager des terrains de sport","Infrastructures essentielles","Élevé",78,"Seuls 20% des établissements disposent d'un terrain de sport."
"Maritime","Golfe","Golfe 5",4,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",73,"Aucune bibliothèque scolaire recensée sur le territoire."
"Maritime","Golfe","Golfe 6",1,"Aménager des terrains de sport","Infrastructures essentielles","Très élevé",88,"Seuls 9.5% des établissements disposent d'un terrain de sport."
"Maritime","Golfe","Golfe 6",2,"Recruter et affecter des enseignants","Capacité enseignante","Élevé",88,"Taux d'encadrement estimé à 145.4 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Maritime","Golfe","Golfe 6",3,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Moyen",88,"57.3 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Maritime","Golfe","Golfe 6",4,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",83,"Aucune bibliothèque scolaire recensée sur le territoire."
"Maritime","Golfe","Golfe 7",1,"Aménager des terrains de sport","Infrastructures essentielles","Élevé",88,"Seuls 15.8% des établissements disposent d'un terrain de sport."
"Maritime","Golfe","Golfe 7",2,"Recruter et affecter des enseignants","Capacité enseignante","Élevé",88,"Taux d'encadrement estimé à 145.4 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Maritime","Golfe","Golfe 7",3,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",83,"Aucune bibliothèque scolaire recensée sur le territoire."
"Maritime","Lacs","Lacs 1",1,"Réhabiliter et électrifier les bâtiments scolaires","Infrastructures essentielles","Très élevé",62,"29.3% de bâtiments construits depuis 2010 ; l'électrification nationale varie de 29% (primaire) à 66% (lycée) (UNESCO-ISU 2022)."
"Maritime","Lacs","Lacs 1",2,"Recruter et affecter des enseignants","Capacité enseignante","Très élevé",62,"Taux d'encadrement estimé à 127.6 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Maritime","Lacs","Lacs 1",3,"Aménager des terrains de sport","Infrastructures essentielles","Moyen",62,"Seuls 25.3% des établissements disposent d'un terrain de sport."
"Maritime","Lacs","Lacs 1",4,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",57,"Aucune bibliothèque scolaire recensée sur le territoire."
"Maritime","Lacs","Lacs 2",1,"Recruter et affecter des enseignants","Capacité enseignante","Très élevé",62,"Taux d'encadrement estimé à 127.7 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Maritime","Lacs","Lacs 2",2,"Réhabiliter et électrifier les bâtiments scolaires","Infrastructures essentielles","Très élevé",62,"37.5% de bâtiments construits depuis 2010 ; l'électrification nationale varie de 29% (primaire) à 66% (lycée) (UNESCO-ISU 2022)."
"Maritime","Lacs","Lacs 2",3,"Développer l'offre préscolaire (jardins d'enfants)","Couverture scolaire","Élevé",62,"Seulement 37.1 jardins d'enfants pour 100 écoles primaires."
"Maritime","Lacs","Lacs 2",4,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",57,"Aucune bibliothèque scolaire recensée sur le territoire."
"Maritime","Lacs","Lacs 2",5,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Modéré",57,"63.8 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Maritime","Lacs","Lacs 3",1,"Recruter et affecter des enseignants","Capacité enseignante","Très élevé",77,"Taux d'encadrement estimé à 127.6 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Maritime","Lacs","Lacs 3",2,"Aménager des terrains de sport","Infrastructures essentielles","Très élevé",77,"Seuls 14.5% des établissements disposent d'un terrain de sport."
"Maritime","Lacs","Lacs 3",3,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Moyen",77,"57.8 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Maritime","Lacs","Lacs 3",4,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",72,"Aucune bibliothèque scolaire recensée sur le territoire."
"Maritime","Lacs","Lacs 4",1,"Recruter et affecter des enseignants","Capacité enseignante","Très élevé",64,"Taux d'encadrement estimé à 127.4 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Maritime","Lacs","Lacs 4",2,"Développer l'offre préscolaire (jardins d'enfants)","Couverture scolaire","Élevé",64,"Seulement 36.5 jardins d'enfants pour 100 écoles primaires."
"Maritime","Lacs","Lacs 4",3,"Réhabiliter et électrifier les bâtiments scolaires","Infrastructures essentielles","Élevé",64,"49.6% de bâtiments construits depuis 2010 ; l'électrification nationale varie de 29% (primaire) à 66% (lycée) (UNESCO-ISU 2022)."
"Maritime","Lacs","Lacs 4",4,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",59,"Aucune bibliothèque scolaire recensée sur le territoire."
"Maritime","Vo","Vo 1",1,"Recruter et affecter des enseignants","Capacité enseignante","Moyen",70,"Taux d'encadrement estimé à 162 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Maritime","Vo","Vo 1",2,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",65,"Aucune bibliothèque scolaire recensée sur le territoire."
"Maritime","Vo","Vo 1",3,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Modéré",65,"85.1 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Maritime","Vo","Vo 2",1,"Développer l'offre préscolaire (jardins d'enfants)","Couverture scolaire","Très élevé",60,"Seulement 31 jardins d'enfants pour 100 écoles primaires."
"Maritime","Vo","Vo 2",2,"Réhabiliter et électrifier les bâtiments scolaires","Infrastructures essentielles","Élevé",60,"44.3% de bâtiments construits depuis 2010 ; l'électrification nationale varie de 29% (primaire) à 66% (lycée) (UNESCO-ISU 2022)."
"Maritime","Vo","Vo 2",3,"Recruter et affecter des enseignants","Capacité enseignante","Moyen",60,"Taux d'encadrement estimé à 162.2 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Maritime","Vo","Vo 2",4,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",55,"Aucune bibliothèque scolaire recensée sur le territoire."
"Maritime","Vo","Vo 3",1,"Développer l'offre préscolaire (jardins d'enfants)","Couverture scolaire","Élevé",72,"Seulement 36.2 jardins d'enfants pour 100 écoles primaires."
"Maritime","Vo","Vo 3",2,"Recruter et affecter des enseignants","Capacité enseignante","Moyen",72,"Taux d'encadrement estimé à 161.8 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Maritime","Vo","Vo 3",3,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",67,"Aucune bibliothèque scolaire recensée sur le territoire."
"Maritime","Vo","Vo 3",4,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Moyen",67,"63.6 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Maritime","Vo","Vo 4",1,"Développer l'offre préscolaire (jardins d'enfants)","Couverture scolaire","Très élevé",64,"Seulement 29.8 jardins d'enfants pour 100 écoles primaires."
"Maritime","Vo","Vo 4",2,"Réhabiliter et électrifier les bâtiments scolaires","Infrastructures essentielles","Élevé",64,"43.6% de bâtiments construits depuis 2010 ; l'électrification nationale varie de 29% (primaire) à 66% (lycée) (UNESCO-ISU 2022)."
"Maritime","Vo","Vo 4",3,"Recruter et affecter des enseignants","Capacité enseignante","Moyen",64,"Taux d'encadrement estimé à 161.8 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Maritime","Vo","Vo 4",4,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",59,"Aucune bibliothèque scolaire recensée sur le territoire."
"Maritime","Vo","Vo 4",5,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Modéré",59,"68.5 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Maritime","Yoto","Yoto 1",1,"Développer l'offre préscolaire (jardins d'enfants)","Couverture scolaire","Élevé",74,"Seulement 35.4 jardins d'enfants pour 100 écoles primaires."
"Maritime","Yoto","Yoto 1",2,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Élevé",74,"54.8 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Maritime","Yoto","Yoto 1",3,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",69,"Aucune bibliothèque scolaire recensée sur le territoire."
"Maritime","Yoto","Yoto 2",1,"Développer l'offre préscolaire (jardins d'enfants)","Couverture scolaire","Très élevé",67,"Seulement 23 jardins d'enfants pour 100 écoles primaires."
"Maritime","Yoto","Yoto 2",2,"Réhabiliter et électrifier les bâtiments scolaires","Infrastructures essentielles","Moyen",67,"51.1% de bâtiments construits depuis 2010 ; l'électrification nationale varie de 29% (primaire) à 66% (lycée) (UNESCO-ISU 2022)."
"Maritime","Yoto","Yoto 2",3,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",62,"Aucune bibliothèque scolaire recensée sur le territoire."
"Maritime","Yoto","Yoto 2",4,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Moyen",62,"63.2 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Maritime","Yoto","Yoto 3",1,"Développer l'offre préscolaire (jardins d'enfants)","Couverture scolaire","Très élevé",70,"Seulement 19.2 jardins d'enfants pour 100 écoles primaires."
"Maritime","Yoto","Yoto 3",2,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Élevé",70,"55.6 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Maritime","Yoto","Yoto 3",3,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",65,"Aucune bibliothèque scolaire recensée sur le territoire."
"Maritime","Zio","Zio 1",1,"Recruter et affecter des enseignants","Capacité enseignante","Élevé",83,"Taux d'encadrement estimé à 146.1 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Maritime","Zio","Zio 1",2,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Élevé",83,"55.9 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Maritime","Zio","Zio 1",3,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",78,"Aucune bibliothèque scolaire recensée sur le territoire."
"Maritime","Zio","Zio 2",1,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Élevé",68,"50 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Maritime","Zio","Zio 2",2,"Recruter et affecter des enseignants","Capacité enseignante","Élevé",68,"Taux d'encadrement estimé à 146.2 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Maritime","Zio","Zio 2",3,"Aménager des terrains de sport","Infrastructures essentielles","Moyen",63,"Seuls 27.8% des établissements disposent d'un terrain de sport."
"Maritime","Zio","Zio 2",4,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",63,"Aucune bibliothèque scolaire recensée sur le territoire."
"Maritime","Zio","Zio 3",1,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Très élevé",74,"39.9 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Maritime","Zio","Zio 3",2,"Recruter et affecter des enseignants","Capacité enseignante","Élevé",74,"Taux d'encadrement estimé à 146.2 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Maritime","Zio","Zio 3",3,"Développer l'offre préscolaire (jardins d'enfants)","Couverture scolaire","Moyen",74,"Seulement 41.9 jardins d'enfants pour 100 écoles primaires."
"Maritime","Zio","Zio 3",4,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",69,"Aucune bibliothèque scolaire recensée sur le territoire."
"Maritime","Zio","Zio 4",1,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Très élevé",68,"40.4 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Maritime","Zio","Zio 4",2,"Développer l'offre préscolaire (jardins d'enfants)","Couverture scolaire","Élevé",68,"Seulement 34.4 jardins d'enfants pour 100 écoles primaires."
"Maritime","Zio","Zio 4",3,"Recruter et affecter des enseignants","Capacité enseignante","Élevé",68,"Taux d'encadrement estimé à 146.2 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Maritime","Zio","Zio 4",4,"Aménager des terrains de sport","Infrastructures essentielles","Moyen",63,"Seuls 28.6% des établissements disposent d'un terrain de sport."
"Maritime","Zio","Zio 4",5,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",63,"Aucune bibliothèque scolaire recensée sur le territoire."
"Plateaux","Agou","Agou 1",1,"Réhabiliter et électrifier les bâtiments scolaires","Infrastructures essentielles","Très élevé",72,"34.4% de bâtiments construits depuis 2010 ; l'électrification nationale varie de 29% (primaire) à 66% (lycée) (UNESCO-ISU 2022)."
"Plateaux","Agou","Agou 1",2,"Recruter et affecter des enseignants","Capacité enseignante","Élevé",72,"Taux d'encadrement estimé à 147 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Plateaux","Agou","Agou 1",3,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Élevé",72,"56.3 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Plateaux","Agou","Agou 1",4,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",67,"Aucune bibliothèque scolaire recensée sur le territoire."
"Plateaux","Agou","Agou 2",1,"Recruter et affecter des enseignants","Capacité enseignante","Élevé",65,"Taux d'encadrement estimé à 146.8 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Plateaux","Agou","Agou 2",2,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Élevé",65,"55.3 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Plateaux","Agou","Agou 2",3,"Construire de nouvelles écoles pour densifier le maillage","Couverture scolaire","Moyen",65,"Densité de 15.8 établissements/100 km² et complétude du cycle de 100%, parmi les plus faibles du pays."
"Plateaux","Agou","Agou 2",4,"Réhabiliter et électrifier les bâtiments scolaires","Infrastructures essentielles","Moyen",60,"53.5% de bâtiments construits depuis 2010 ; l'électrification nationale varie de 29% (primaire) à 66% (lycée) (UNESCO-ISU 2022)."
"Plateaux","Agou","Agou 2",5,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",60,"Aucune bibliothèque scolaire recensée sur le territoire."
"Plateaux","Akébou","Akébou 1",1,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Très élevé",67,"40.3 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Plateaux","Akébou","Akébou 1",2,"Aménager des terrains de sport","Infrastructures essentielles","Élevé",67,"Seuls 18.7% des établissements disposent d'un terrain de sport."
"Plateaux","Akébou","Akébou 1",3,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",62,"Aucune bibliothèque scolaire recensée sur le territoire."
"Plateaux","Akébou","Akébou 2",1,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Très élevé",62,"44.8 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Plateaux","Akébou","Akébou 2",2,"Construire de nouvelles écoles pour densifier le maillage","Couverture scolaire","Très élevé",62,"Densité de 9.6 établissements/100 km² et complétude du cycle de 100%, parmi les plus faibles du pays."
"Plateaux","Akébou","Akébou 2",3,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",57,"Aucune bibliothèque scolaire recensée sur le territoire."
"Plateaux","Amou","Amou 1",1,"Réhabiliter et électrifier les bâtiments scolaires","Infrastructures essentielles","Élevé",66,"41.6% de bâtiments construits depuis 2010 ; l'électrification nationale varie de 29% (primaire) à 66% (lycée) (UNESCO-ISU 2022)."
"Plateaux","Amou","Amou 1",2,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Moyen",61,"58.6 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Plateaux","Amou","Amou 1",3,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",61,"Aucune bibliothèque scolaire recensée sur le territoire."
"Plateaux","Amou","Amou 2",1,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Très élevé",63,"37.6 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Plateaux","Amou","Amou 2",2,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",58,"Aucune bibliothèque scolaire recensée sur le territoire."
"Plateaux","Amou","Amou 2",3,"Construire de nouvelles écoles pour densifier le maillage","Couverture scolaire","Moyen",58,"Densité de 20.8 établissements/100 km² et complétude du cycle de 100%, parmi les plus faibles du pays."
"Plateaux","Amou","Amou 3",1,"Développer l'offre préscolaire (jardins d'enfants)","Couverture scolaire","Très élevé",68,"Seulement 26.3 jardins d'enfants pour 100 écoles primaires."
